time_s,emg_0,emg_1,emg_2,emg_3,emg_4,emg_5,emg_6,emg_7,orient_0,orient_1,orient_2,orient_3,accel_0,accel_1,accel_2,gyro_0,gyro_1,gyro_2,pose,rssi
15.48,19.803,13.331,-2.564,31.039,17.846,27.771,29.026,-2.512,0.0388,0.0775,-0.1149,-0.1127,-0.3898,-0.0324,-0.1,-0.2871,0.0299,-0.0191,rest,-55
15.5,23.645,40.26,9.129,-13.933,12.934,0.186,-4.803,-17.232,-0.0464,-0.0178,0.0804,0.0511,0.5477,0.2023,0.1273,-0.0612,-0.2075,-0.114,rest,-55
15.52,-13.997,-51.218,-20.173,32.044,7.372,-7.53,7.97,-39.068,0.0282,0.1277,-0.0121,-0.1772,-0.1242,0.3838,0.0776,-0.2837,0.4735,-0.2508,rest,-55
15.54,-4.858,-20.748,-20.72,-9.043,12.723,25.811,-7.723,-20.203,0.0479,0.0508,0.024,0.0276,-0.0338,0.0294,-0.0545,0.214,0.4457,0.0359,rest,-55
15.56,-0.131,5.117,-13.158,15.3,8.824,-8.409,18.041,0.38,-0.097,0.0352,0.0237,0.096,0.2495,-0.0328,-0.1416,0.0003,0.0727,0.0968,rest,-55
15.58,6.028,-1.815,19.936,-13.486,49.588,15.261,-22.55,3.705,0.0773,-0.0349,-0.1495,-0.1039,0.1626,-0.5264,-0.4348,0.1074,-0.0445,-0.1392,rest,-55
15.6,-9.895,-29.416,9.689,-16.131,-10.715,6.936,-5.133,-14.093,-0.1989,0.0367,0.0079,-0.0517,-0.3112,0.0038,0.1441,0.0196,0.3276,0.141,rest,-55
15.62,-2.146,14.766,0.973,0.904,25.927,-17.961,0.466,23.794,0.0309,-0.0369,-0.1706,-0.227,0.6229,0.0926,-0.1752,0.0699,-0.1895,-0.0662,rest,-55
15.64,-18.819,-28.265,-42.1,-31.953,20.426,-19.738,10.698,19.133,0.0017,-0.0299,0.0133,-0.0417,0.3612,0.563,0.4349,-0.4303,-0.0874,0.0008,rest,-55
15.66,9.261,-34.546,-34.869,26.136,-11.182,-29.748,-22.073,7.809,-0.0823,0.0242,-0.0979,-0.1744,0.4273,0.1195,-0.1001,-0.1043,0.293,0.1183,rest,-55
15.68,22.936,-11.674,1.013,8.044,-11.001,-1.911,-11.672,7.981,-0.1321,0.0572,0.0311,-0.0203,0.1349,-0.1095,-0.201,0.1087,0.1174,-0.1015,rest,-55
15.7,-11.861,-3.659,-11.04,30.502,6.33,0.292,-18.654,14.78,-0.0612,-0.0653,0.0773,0.0387,-0.751,-0.0473,0.0377,-0.0679,0.0321,-0.3619,rest,-55
15.72,-56.62,-19.509,5.645,-64.499,-16.871,-38.455,-4.852,39.158,-0.0217,-0.0108,0.0839,0.0021,-0.0645,0.278,0.1416,0.0577,-0.0278,-0.0692,rest,-55
15.74,18.343,-6.729,24.625,-20.943,28.676,9.441,-19.371,10.18,-0.065,0.0033,-0.0487,-0.0133,0.2824,0.1556,-0.3376,-0.2136,0.0542,0.0686,rest,-55
15.76,-13.489,31.826,16.27,-12.512,-14.445,-4.556,-6.637,25.123,0.0985,0.0035,0.0678,0.0823,0.0175,0.1208,0.1783,0.0975,-0.1558,-0.1355,rest,-55
15.78,-5.772,-14.133,-29.462,13.519,6.928,-26.787,-4.818,-3.686,0.0182,-0.1082,-0.1354,0.052,-0.4602,-0.0698,-0.0978,-0.0247,0.0505,0.3197,rest,-55
15.8,-31.99,17.532,-50.243,27.874,-40.857,48.728,-7.795,25.808,0.1084,-0.0436,-0.036,-0.0837,0.2362,-0.127,-0.2457,0.1075,-0.1794,-0.0658,rest,-55
15.82,2.142,-12.849,-9.831,30.7,-4.085,-7.193,-3.503,9.089,-0.1034,0.0427,0.0256,-0.1789,0.5383,0.4382,-0.2402,-0.2245,0.0456,-0.2852,rest,-55
15.84,27.286,-9.369,32.436,-16.488,-2.244,25.344,-6.465,5.442,0.1093,-0.0556,-0.1262,-0.1459,0.175,0.1166,0.3185,-0.0548,-0.2861,-0.4706,rest,-55
15.86,57.359,10.538,2.736,5.573,-28.627,-15.897,34.867,13.167,-0.0764,-0.1227,-0.0516,-0.0315,0.6147,-0.0565,-0.3569,-0.0117,0.0529,-0.2561,rest,-55
15.88,8.043,24.178,2.773,-15.941,-10.577,-33.177,-2.677,6.216,-0.0897,0.194,0.0792,-0.1793,-0.5317,-0.2952,0.472,0.1782,0.3247,0.002,rest,-55
15.9,-4.19,-24.95,6.994,-3.923,-4.693,32.361,-2.527,26.62,-0.1588,0.2688,-0.0373,0.0707,0.2599,-0.1492,0.2457,0.1742,-0.1426,-0.1403,rest,-55
15.92,0.906,-2.31,27.863,14.053,-1.408,12.122,-40.933,-12.306,0.0288,0.1115,0.02,0.1458,0.2604,-0.1465,-0.042,0.0817,-0.0897,0.3063,rest,-55
15.94,-22.175,6.322,14.709,-6.269,-10.776,-1.522,16.24,-9.997,-0.1069,0.1151,0.0399,0.1008,0.2278,0.654,0.3345,-0.1448,0.0941,-0.1115,rest,-55
15.96,-9.083,-28.25,-5.722,10.901,-1.32,-21.987,-30.46,42.237,0.0325,-0.0824,0.0462,0.2189,0.1861,-0.8361,0.7957,-0.3698,-0.0412,-0.2267,rest,-55
15.98,-14.8,5.688,-41.42,-1.805,22.947,-16.865,-27.806,-2.786,-0.0338,-0.0595,-0.1188,0.0519,0.1786,-0.3197,-0.2782,0.0273,-0.193,0.0357,rest,-55
16.0,29.361,-1.196,-24.272,7.842,-3.553,-3.003,9.506,13.821,0.0036,-0.0061,0.2064,0.1201,0.2501,0.0394,-0.3017,0.2255,0.0289,-0.1154,rest,-55
16.02,-4.863,-19.324,21.147,13.661,3.633,-0.856,-13.613,-42.601,-0.1413,-0.0743,-0.0893,0.0289,0.2434,-0.0385,0.4227,-0.1566,-0.0271,-0.0102,rest,-55
16.04,21.844,2.118,2.671,-33.097,-17.998,21.919,-41.507,26.86,0.05,-0.0748,-0.0832,0.1896,0.4234,-0.0358,0.0404,-0.1292,0.027,-0.1348,rest,-55
16.06,-1.571,36.207,-1.912,-20.96,-27.327,2.542,-15.218,4.932,-0.162,0.069,-0.106,0.0046,-0.1015,0.5155,0.0514,0.3891,0.1121,0.2851,rest,-55
16.08,-4.176,6.91,24.373,18.099,10.62,-6.559,-3.176,22.753,0.1346,-0.0593,-0.0744,-0.0904,0.2489,-0.2788,0.2453,0.1091,-0.109,0.3128,rest,-55
16.1,-29.245,33.191,6.378,-41.469,31.838,19.444,-8.564,-19.294,-0.1569,0.2415,-0.0923,-0.1264,0.0804,-0.4914,-0.2945,0.199,0.0928,-0.0773,rest,-55
16.12,0.366,-8.849,-1.24,-15.236,-11.605,-12.214,-14.517,20.878,0.077,-0.0932,-0.1194,-0.0157,0.6466,-0.3083,-0.0484,0.0177,-0.0217,-0.0916,rest,-55
16.14,23.102,9.089,16.916,11.788,17.879,31.688,26.621,46.496,0.1217,-0.0669,0.0847,0.071,0.5761,-0.2901,0.1674,-0.1362,0.1025,-0.0429,rest,-55
16.16,9.589,-28.207,15.865,4.121,3.044,39.005,-7.65,6.845,0.01,0.0198,0.2222,0.0064,-0.1702,0.5613,-0.0923,-0.321,-0.1482,-0.2493,rest,-55
16.18,-35.999,-7.26,-1.404,23.611,12.588,11.677,-17.864,17.699,0.1391,0.0395,0.0423,-0.1265,0.3163,0.5342,0.0969,-0.1189,-0.0324,-0.0841,rest,-55
16.2,-7.209,12.96,5.589,20.079,7.418,-17.282,-10.014,-11.257,-0.0186,0.1795,0.1955,0.0837,0.0356,-0.4085,0.066,-0.158,0.3261,-0.3212,rest,-55
16.22,7.69,-17.485,-0.19,13.321,20.439,-1.214,15.224,-13.249,0.0246,0.1002,0.0332,-0.0529,-0.0837,0.3047,-0.3276,-0.1889,0.1203,-0.0878,rest,-55
16.24,-29.061,27.016,-21.992,-3.989,-12.39,-5.954,-17.692,14.286,0.0111,0.0984,-0.0609,0.2133,-0.5714,-0.4755,0.5259,0.0948,0.0683,0.0863,rest,-55
16.26,11.424,5.995,-19.318,16.364,13.214,28.569,35.285,6.61,-0.1228,0.1773,-0.1018,0.0338,-0.077,-0.1292,0.2293,0.0489,0.1026,-0.1631,rest,-55
16.28,-3.481,-15.391,-3.981,-2.375,36.886,-5.188,-42.512,27.902,0.0449,-0.0131,-0.0437,-0.0947,0.5814,0.0156,-0.5213,0.0655,0.2412,0.0313,rest,-55
16.3,-18.032,-19.821,-18.346,30.433,-1.433,-33.574,7.683,2.821,-0.0449,-0.102,-0.1064,0.1087,0.0743,0.1436,0.0734,0.0655,-0.0937,-0.0412,rest,-55
16.32,23.298,28.292,-24.442,-4.165,16.786,37.642,35.639,-15.915,0.1275,0.0059,0.1044,0.0788,-0.3792,0.165,0.3017,-0.004,-0.0493,-0.3143,rest,-55
16.34,13.672,4.175,-18.444,-6.517,3.09,-11.173,0.054,-34.999,0.1349,0.0016,-0.1099,-0.246,0.3087,0.1674,0.0632,0.1727,0.1722,0.0389,rest,-55
16.36,-5.084,-8.343,8.419,27.941,-2.058,29.53,7.463,7.614,0.2405,0.1653,0.1679,-0.0798,0.6577,-0.0247,-0.0682,-0.4318,0.0653,-0.2167,rest,-55
16.38,8.165,-23.231,35.954,11.031,45.597,-20.46,30.984,-36.054,0.0208,-0.0632,-0.0448,-0.0516,-0.2744,-0.3779,-0.1327,0.0232,0.2327,0.0591,rest,-55
16.4,23.331,-29.564,-8.659,14.22,6.864,-17.224,18.681,-10.625,-0.0777,0.0487,0.0006,-0.0523,-0.1671,-0.3209,-0.1187,0.22,0.0489,0.1917,rest,-55
16.42,10.321,-12.245,-32.983,-18.537,-13.425,-14.972,19.62,19.412,0.2212,-0.0764,0.1597,0.1591,-0.0697,0.1421,0.3722,-0.0118,-0.0273,-0.1255,rest,-55
16.44,-47.201,1.409,-14.197,-21.507,8.444,-29.026,16.122,9.672,-0.04,-0.0063,-0.119,0.075,0.0562,0.0786,0.1506,-0.1285,-0.3038,0.1915,rest,-55
16.46,13.774,-10.707,8.182,25.159,22.774,-11.291,-29.775,-26.344,-0.0312,0.1462,-0.0728,-0.0596,-0.1851,-0.1595,-0.0034,-0.256,0.2169,-0.029,rest,-55
16.48,49.583,-23.471,31.797,27.827,-8.234,-7.901,-18.426,-18.196,-0.0001,0.0021,-0.1602,0.2294,-0.0779,0.0197,-0.1879,-0.0534,-0.0716,-0.0006,rest,-55
16.5,-0.292,16.097,4.544,14.086,-0.196,4.625,-4.826,20.062,0.0323,-0.0158,-0.0188,-0.0109,0.0091,-0.0169,-0.1677,0.153,0.1656,0.3568,rest,-55
16.52,-12.073,13.329,-38.183,16.581,-29.132,-19.687,6.645,-12.43,-0.0758,-0.0485,0.073,-0.0933,-0.0162,-0.1136,0.246,0.1696,-0.3671,0.209,rest,-55
16.54,-12.215,4.726,-18.778,7.423,51.027,2.543,-9.197,-4.643,-0.1469,0.1449,0.0313,-0.1049,-0.3049,0.0046,0.2796,-0.2302,0.2227,-0.0183,rest,-55
16.56,-18.605,-9.354,34.971,-27.764,-14.638,19.052,4.329,-15.825,0.0965,0.1012,0.0331,-0.0612,-0.1375,0.0854,-0.3936,0.2656,0.34,-0.0472,rest,-55
16.58,7.122,23.716,39.111,31.14,-34.711,-6.311,10.014,-9.884,0.1783,0.1629,-0.0816,-0.0162,-0.2249,-0.0585,-0.0676,0.1909,-0.1777,-0.5233,rest,-55
16.6,-32.091,-20.566,-13.114,3.743,-21.596,-24.222,-18.589,-22.313,-0.0554,-0.0597,0.0689,-0.099,-0.1073,-0.1635,0.2427,-0.0309,0.2101,-0.2305,rest,-55
16.62,-0.987,-11.518,-24.521,-1.35,34.659,-17.058,-2.549,-26.245,-0.1459,-0.0787,-0.045,-0.0406,-0.0678,-0.4945,-0.1878,0.1004,-0.2716,-0.071,rest,-55
16.64,5.857,-15.645,6.83,-30.423,17.769,7.316,1.113,22.496,-0.0329,-0.0618,0.1373,0.1841,-0.208,-0.0341,0.3135,-0.0156,0.1189,0.1561,rest,-55
16.66,-11.246,8.385,-0.124,-24.337,-19.793,-13.048,18.57,19.227,0.075,0.044,0.0413,0.0278,0.1223,0.1426,-0.4213,-0.158,-0.2058,0.2214,rest,-55
16.68,33.082,-43.381,31.296,1.734,20.254,10.129,28.808,4.195,-0.1363,-0.0106,0.0516,-0.0216,0.1973,-0.0197,-0.1787,-0.2172,-0.0784,0.0409,rest,-55
16.7,-39.188,-15.602,-39.934,-12.341,23.946,-23.722,14.063,56.977,0.1454,0.0134,0.0858,-0.137,-0.472,0.0086,0.1196,0.2189,-0.1138,0.0387,rest,-55
16.72,3.182,-2.628,-1.449,-17.094,5.594,3.901,-8.8,13.315,0.1028,0.0677,-0.1042,0.01,-0.2734,0.029,-0.2723,0.2554,0.1567,0.2306,rest,-55
16.74,21.034,-5.412,-8.512,34.834,-3.302,-27.092,20.149,2.876,0.1506,0.0243,-0.002,0.1526,-0.4615,-0.1756,-0.2662,-0.439,0.1746,-0.1115,rest,-55
16.76,18.107,7.782,12.143,-9.108,-15.285,1.795,18.383,-1.008,-0.0702,-0.1199,0.0204,-0.0554,-0.0215,-0.0716,-0.1333,0.0588,0.1109,0.3931,rest,-55
16.78,15.159,31.874,-16.372,-32.019,-0.289,17.161,14.023,24.228,-0.2537,0.1253,0.0335,-0.1544,0.2171,0.0508,0.1144,0.1998,0.0861,-0.2946,rest,-55
16.8,-2.861,-32.353,12.981,27.959,-24.829,-13.429,-17.647,-9.078,0.0412,-0.0443,0.0653,0.1065,0.3305,-0.3355,0.4158,0.2932,0.3105,-0.0316,rest,-55
16.82,-15.037,-19.685,-22.036,0.234,16.957,26.131,-9.711,-0.774,-0.0104,-0.0635,0.0736,0.0363,0.0425,0.1075,0.1846,0.1211,-0.1677,0.1793,rest,-55
16.84,5.107,-8.692,4.685,6.89,21.636,-20.923,26.5,0.463,-0.0506,-0.0537,-0.1001,-0.1741,0.2032,0.5943,-0.4853,-0.1901,0.1503,-0.0091,rest,-55
16.86,16.688,-2.034,-11.613,-4.517,-47.642,-22.87,18.966,23.838,0.1406,0.0441,-0.2256,-0.0635,0.3974,0.4869,0.4088,-0.0473,-0.2613,-0.0081,rest,-55
16.88,0.296,31.311,4.556,0.334,1.47,7.997,12.529,-14.491,-0.1058,0.1371,-0.1641,0.1638,-0.5732,-0.1754,0.2916,0.0001,-0.2633,0.0853,rest,-55
16.9,1.34,-4.321,-12.478,-0.692,-11.638,48.691,-4.8,-7.475,-0.0542,0.1777,-0.1639,0.0359,-0.0718,-0.427,-0.2457,0.0634,-0.1729,0.0519,rest,-55
16.92,34.583,3.412,-29.07,-16.936,-5.708,-7.045,3.04,6.249,0.1731,-0.0004,-0.1152,0.1154,0.3789,0.0697,-0.0739,0.1245,-0.0422,-0.4111,rest,-55
16.94,11.269,17.845,28.822,-14.615,4.523,4.956,1.708,2.297,0.0037,0.0212,0.0741,0.122,-0.2269,-0.0517,-0.1268,-0.1131,-0.3232,0.0048,rest,-55
16.96,9.586,-3.102,-0.179,8.369,28.222,-8.395,-23.432,-1.809,0.1884,-0.1161,0.065,0.1158,-0.7097,0.1231,0.181,-0.0535,-0.1293,-0.1181,rest,-55
16.98,-6.571,-6.042,-9.816,-6.89,23.816,-24.289,-34.981,24.136,-0.0192,-0.0388,-0.0111,0.0209,-0.1572,0.1518,-0.2887,-0.0604,-0.4429,0.2344,rest,-55
17.0,-3.522,13.402,9.531,10.996,-0.156,7.765,-19.226,-23.424,-0.0101,-0.068,0.1425,0.0375,-0.2149,-0.0815,0.0399,-0.0136,0.0543,0.0137,rest,-55
17.02,-27.813,-43.018,-7.472,11.21,-7.247,24.731,-0.938,27.144,0.1152,0.1051,-0.1204,0.0017,0.3668,0.0817,0.1663,-0.2776,0.3838,-0.1583,rest,-55
17.04,-39.889,-7.023,-48.95,-21.703,51.17,-7.601,-28.556,0.506,-0.0898,0.0865,-0.089,0.0271,-0.3441,0.7797,0.1511,-0.0291,-0.0586,-0.1107,rest,-55
17.06,-15.218,-15.768,33.567,-11.052,-42.588,-23.319,18.554,-5.046,-0.0134,0.117,-0.0777,0.0632,-0.2004,0.1728,-0.1173,-0.0483,0.164,0.1496,rest,-55
17.08,-3.309,-9.432,31.983,11.787,-7.823,-13.062,20.498,2.308,-0.0164,0.0115,0.0338,-0.0057,0.3611,0.3778,0.1596,0.2749,0.0017,0.1381,rest,-55
17.1,20.089,20.381,18.32,12.624,39.143,-10.794,-3.104,-4.29,-0.0368,-0.1989,0.1375,-0.1026,0.0509,-0.4266,0.1862,-0.1571,-0.2272,0.0389,rest,-55
17.12,-14.015,-11.483,3.436,16.0,-16.368,-19.824,0.47,10.785,0.1463,-0.1071,-0.0318,0.1176,0.5919,-0.2979,-0.2216,0.0762,-0.1155,-0.1518,rest,-55
17.14,4.889,30.988,-26.19,29.967,-11.495,6.916,31.817,6.506,-0.0297,0.0718,-0.0173,0.0521,-0.0614,0.2583,-0.4183,-0.2027,-0.2818,-0.0113,rest,-55
17.16,-30.591,-13.837,-22.15,29.594,-19.814,-25.731,4.967,33.736,-0.0116,-0.0039,0.1291,0.0878,0.1276,-0.1747,0.1368,-0.2722,-0.1247,0.2863,rest,-55
17.18,26.04,8.75,-38.587,-24.164,-13.589,-3.434,-25.008,-4.926,0.1767,0.0401,0.0219,-0.1018,-0.4917,-0.3685,-0.5038,0.015,0.0768,-0.1931,rest,-55
17.2,2.958,29.38,39.154,15.408,-3.497,14.762,27.036,-40.145,0.1482,-0.0545,-0.0535,-0.0355,0.096,-0.3334,-0.0854,0.1051,0.0437,0.0762,rest,-55
17.22,-6.479,13.874,21.128,19.929,8.552,18.778,17.421,53.53,0.1218,-0.0089,-0.0912,-0.0261,-0.0995,0.1534,-0.2101,0.2384,-0.2779,-0.3265,rest,-55
17.24,-2.702,-16.851,-25.165,-12.741,-15.23,0.203,-12.409,-10.783,-0.0005,0.1014,0.1471,0.0148,0.0677,-0.055,0.1444,0.078,0.2652,-0.3777,rest,-55
17.26,-4.69,6.784,-0.526,-18.783,-25.987,16.126,-15.139,-35.098,0.0857,0.0459,-0.0116,-0.0915,-0.034,0.3647,-0.4844,-0.3128,-0.1256,-0.0053,rest,-55
17.28,-9.926,12.856,21.777,5.575,11.209,5.442,0.19,-25.871,-0.1028,-0.1351,-0.0149,0.0232,-0.4348,0.0218,-0.2626,-0.2138,-0.1251,-0.2241,rest,-55
17.3,12.133,-3.36,16.304,-8.87,-8.114,37.468,-32.461,25.69,0.1655,0.0766,-0.033,0.1427,-0.0965,-0.2117,-0.1165,-0.114,-0.1893,0.222,rest,-55
17.32,-15.469,-0.593,-28.875,0.616,-23.119,-23.61,-2.186,21.139,0.044,0.0509,-0.013,-0.0336,0.2373,-0.169,0.2503,0.2472,-0.1683,-0.1389,rest,-55
17.34,-10.914,-29.339,-9.388,26.029,-20.912,26.504,-8.669,42.281,-0.0682,-0.0144,-0.091,-0.0688,0.4015,0.1424,0.3086,-0.2631,0.131,-0.1943,rest,-55
17.36,-26.746,4.775,4.571,1.067,14.351,17.471,29.395,-23.807,0.1502,0.1882,-0.0366,-0.1668,-0.415,-0.1386,0.6042,0.0034,-0.1234,-0.1371,rest,-55
17.38,-26.454,17.492,-1.841,41.997,12.564,16.599,-4.842,-21.821,-0.0874,-0.1369,0.091,-0.0385,0.2858,0.0408,-0.0878,-0.2339,0.0603,-0.0437,rest,-55
17.4,18.044,-14.308,12.322,32.817,5.451,15.706,11.438,37.962,0.0372,0.07,-0.0036,-0.0774,-0.3625,0.3801,-0.3025,0.1492,0.0832,0.1836,rest,-55
17.42,-10.294,-15.815,7.567,-5.847,-24.621,38.771,-15.828,-19.873,-0.0242,0.1253,-0.2167,0.117,-0.2734,0.0794,-0.2028,0.3984,0.0249,-0.1416,rest,-55
17.44,-6.022,1.793,3.554,8.775,-0.028,-27.543,-6.805,12.133,-0.067,0.0673,0.0032,-0.0218,0.3582,-0.5214,-0.2026,0.2465,0.366,0.4572,rest,-55
17.46,1.007,9.158,16.349,25.502,6.262,18.523,9.195,10.444,-0.0918,-0.0329,-0.0523,-0.1189,-0.4955,-0.1271,-0.0792,0.021,0.1111,0.0376,rest,-55
17.48,-5.138,-18.303,17.541,-2.036,-8.676,-3.729,-14.655,-10.613,-0.0562,-0.0287,0.0656,0.0407,0.464,0.3635,0.5869,0.1118,0.1086,-0.0975,rest,-55
17.5,16.52,-13.122,-29.409,30.526,-24.984,8.777,-17.607,22.533,0.1263,0.0529,0.1246,0.0007,0.6703,0.2238,-0.2702,0.0139,-0.0305,-0.0501,rest,-55
17.52,-33.143,7.737,-27.715,-50.508,-6.88,-15.118,-17.231,-62.062,-0.0851,-0.0174,-0.0634,0.0387,0.4178,0.1549,0.3079,0.2218,-0.2038,0.0878,rest,-55
17.54,19.903,-8.719,-15.813,10.608,-29.633,-21.76,-13.335,9.01,0.0219,0.1032,-0.0922,-0.0975,0.1572,-0.2396,-0.1811,-0.3714,0.0582,0.3083,rest,-55
17.56,-20.586,20.434,-1.188,-35.308,-17.895,-19.129,-6.331,8.39,0.1849,-0.1431,-0.0485,-0.0896,-0.3804,0.0286,0.0004,-0.3628,0.0036,-0.2411,rest,-55
17.58,0.237,25.39,9.261,3.55,-10.575,1.337,11.265,9.283,-0.0099,0.0217,-0.1317,-0.0734,0.2123,0.2526,0.0281,0.2958,0.1016,-0.0466,rest,-55
17.6,-24.395,28.775,15.406,35.966,43.337,-25.739,-25.687,-57.264,0.0918,0.0656,0.0098,-0.1226,-0.0267,0.0554,0.2348,0.0546,0.1328,-0.0248,rest,-55
17.62,23.63,12.635,-23.739,27.784,24.511,9.309,5.614,33.172,-0.1633,0.1241,-0.0476,0.1095,0.0361,-0.3729,-0.149,0.2043,-0.042,-0.1243,rest,-55
17.64,-12.563,12.845,35.013,-42.818,56.014,4.075,11.604,-8.725,-0.0004,0.0193,-0.1049,-0.0806,0.3554,-0.4657,0.1323,-0.0741,-0.1921,0.3944,rest,-55
17.66,-19.09,-22.602,-3.739,-15.371,0.128,3.108,4.693,-2.478,-0.0702,0.0643,-0.0112,-0.0496,0.444,-0.0364,0.3276,0.2454,0.2575,0.1382,rest,-55
17.68,-0.013,-1.281,-4.882,-43.338,14.376,4.889,16.51,-2.34,0.0665,-0.1378,-0.1169,-0.2476,-0.0403,-0.2318,-0.271,0.0669,-0.0851,-0.2866,rest,-55
17.7,50.895,-0.74,-21.663,-13.397,-3.463,-3.505,26.043,-1.589,0.1855,-0.0432,0.0426,0.1022,0.3585,0.3936,-0.0816,-0.0011,-0.4959,-0.0392,rest,-55
17.72,21.825,17.937,-1.73,33.983,-7.68,-14.323,-9.363,-22.449,0.0622,0.0288,0.061,-0.0414,-0.0174,-0.6535,0.1129,0.0198,-0.2201,-0.0209,rest,-55
17.74,-5.157,35.286,-21.223,6.629,-21.815,-11.157,5.536,-4.227,-0.0006,0.0333,-0.0494,0.0884,-0.0916,-0.0293,0.1084,0.0454,0.1288,0.0634,rest,-55
17.76,9.381,-6.507,-21.375,-28.553,-33.414,35.255,-44.255,23.874,-0.0821,0.1186,-0.2203,-0.0235,0.4362,0.214,-0.1012,-0.3886,-0.2645,0.2778,rest,-55
17.78,-6.965,-1.436,5.671,-26.057,8.146,-8.392,5.874,-11.561,-0.1573,-0.0427,0.0641,0.0394,0.0093,0.2694,-0.0611,0.0113,-0.096,0.1913,rest,-55
17.8,5.831,-11.139,-29.781,22.099,-14.881,1.441,47.052,16.03,0.1611,-0.0538,0.1071,0.0027,0.1098,0.6063,-0.0836,0.0039,-0.1806,0.1777,rest,-55
17.82,-11.213,20.454,-32.998,10.973,-12.874,14.61,-0.271,-10.707,-0.0387,-0.085,0.0838,-0.1049,-0.0801,0.1036,0.484,-0.0019,-0.0485,0.0547,rest,-55
17.84,-41.469,-23.973,-7.507,-14.259,-32.017,17.156,5.195,2.805,-0.0694,0.0079,0.0514,-0.0265,0.1334,-0.2388,0.0292,0.2285,0.2464,0.2655,rest,-55
17.86,5.711,0.632,-8.976,-36.15,-26.898,-3.361,-2.166,28.244,0.1315,-0.0686,0.0818,-0.0477,0.2048,0.2418,0.3726,-0.0985,0.2029,-0.3746,rest,-55
17.88,25.924,-0.5,-0.075,-40.749,-7.773,27.11,-8.534,14.269,0.0035,0.1063,0.0192,-0.0932,0.0169,0.4804,0.1493,-0.0233,0.4511,0.2318,rest,-55
17.9,16.335,6.347,14.605,15.255,-43.656,7.899,-3.216,-9.996,-0.0195,-0.1556,-0.1805,0.1247,0.1386,-0.7239,-0.1729,0.1761,-0.056,0.249,rest,-55
17.92,20.995,-27.134,-2.866,-8.962,-27.785,-29.085,-16.12,-12.819,0.0283,0.1044,0.0514,0.075,-0.08,0.1809,-0.0445,-0.0883,0.3794,-0.4661,rest,-55
17.94,-37.466,7.654,-5.3,-28.74,-21.092,-18.488,17.847,24.248,0.164,-0.1589,-0.1367,-0.1436,0.3867,0.1252,0.0241,0.0459,-0.0114,-0.2242,rest,-55
17.96,10.263,-3.723,-24.006,11.486,-8.516,4.55,-2.5,17.828,0.022,-0.0884,0.0322,0.0355,0.1534,0.3108,-0.1848,0.1336,-0.345,-0.024,rest,-55
17.98,-5.493,28.957,-3.127,12.16,-35.236,-7.035,-16.927,49.51,-0.0667,0.0073,0.0127,-0.1589,-0.1578,0.1214,0.0257,-0.4601,-0.1134,0.2042,rest,-55
18.0,11.764,24.361,-19.713,25.619,-0.888,31.844,0.066,-40.95,0.0849,-0.0444,-0.0376,-0.1453,0.4867,-0.1563,0.4725,-0.0862,-0.1855,0.2639,rest,-55
18.02,-1.467,-1.271,-25.633,-9.152,8.574,-25.984,-10.782,-8.409,0.0066,0.148,-0.03,-0.0691,0.8239,-0.13,-0.0572,-0.0716,-0.0554,0.0156,rest,-55
18.04,18.416,8.08,21.542,20.881,4.171,7.526,22.175,-22.224,0.2498,-0.0513,-0.0351,-0.1212,-0.3546,0.2922,0.6811,-0.1134,0.0695,0.044,rest,-55
18.06,20.005,44.374,30.419,-4.773,10.575,12.561,-0.402,-21.919,-0.0799,0.1148,0.1251,-0.0208,0.0783,0.3592,-0.5113,-0.0893,0.4036,0.0599,rest,-55
18.08,-22.584,2.346,20.429,-50.931,3.526,-7.448,-32.84,1.639,-0.0136,-0.0024,-0.0348,-0.1021,-0.4364,-0.2072,0.2578,0.0466,-0.0138,-0.208,rest,-55
18.1,-7.478,14.743,10.096,-9.544,-52.228,-13.497,-9.654,-18.142,-0.0413,0.0817,-0.0037,0.099,-0.4525,-0.0915,-0.5817,-0.0853,-0.2091,0.2563,rest,-55
18.12,8.194,20.297,-8.587,-20.394,-21.031,5.309,36.203,8.248,-0.0375,-0.0189,-0.0031,0.2027,0.3701,0.078,0.0329,0.0599,0.0989,-0.0826,rest,-55
18.14,-16.882,20.644,0.44,18.975,32.923,10.412,7.171,64.005,0.0207,-0.1091,-0.0281,0.1552,-0.3883,-0.2257,0.3319,-0.0543,-0.022,0.2147,rest,-55
18.16,-14.336,-29.372,-27.778,11.636,5.183,-13.851,-23.176,-5.411,0.1117,-0.0836,-0.0663,-0.1191,-0.1102,0.1014,0.6346,0.0436,-0.0107,0.1726,rest,-55
18.18,13.924,-11.553,46.041,-0.488,4.728,11.027,6.917,30.508,-0.059,0.0783,0.0165,0.0983,-0.0645,-0.1051,0.2196,0.0716,-0.1641,0.2691,rest,-55
18.2,14.65,-1.484,-9.365,7.283,13.21,-31.882,7.514,13.051,-0.2352,0.0196,0.0695,0.0581,0.2407,-0.0983,-0.312,-0.3599,0.2184,0.1406,rest,-55
18.22,23.37,-14.503,16.077,-30.054,-17.39,2.52,13.264,33.58,-0.024,-0.0866,-0.0917,-0.0688,0.6663,0.2271,0.3338,-0.0478,-0.0003,0.1399,rest,-55
